gene	deathrate	p.value	q.value	SD	low-confidence interval	upper-confidence interval	tag
RIM15	-0.002034027	0.331882184	0.210691405	0.001893815	-0.006902234	0.002834181	up
CAP2	-0.002032332	0.017495907	0.038203141	0.000582557	-0.003529843	-0.000534822	down
SIT1	-0.002031407	0.610339493	0.306232565	0.003739887	-0.011645094	0.00758228	down
SDS3	-0.002030398	0.029331531	0.049268788	0.000671757	-0.003757204	-0.000303593	down
MEI5	-0.002029692	0.006623107	0.023571039	0.0004548	-0.003198792	-0.000860592	down
ECM7	-0.002029287	0.008334278	0.025997556	0.000480966	-0.003265649	-0.000792925	down
LSM12	-0.002028602	0.002922926	0.016183765	0.000375101	-0.002992829	-0.001064375	down
TMA7	-0.002020551	0.001482048	0.013380123	0.000320704	-0.002844948	-0.001196154	down
PRK1	-0.002016995	0.003350765	0.017286365	0.000384841	-0.00300626	-0.001027729	down
RCR2	-0.002014853	0.007665508	0.025151035	0.000467826	-0.003217437	-0.000812269	down
YLR346C	-0.002014421	0.043772698	0.060817194	0.000751396	-0.003945945	-8.29E-05	up
LSM12	-0.00201441	0.008565118	0.026309727	0.000480673	-0.00325002	-0.0007788	up
NAM8	-0.002011684	0.007681909	0.025151035	0.000467334	-0.003213006	-0.000810363	up
ERG3	-0.002010561	0.08002866	0.086039239	0.000917782	-0.004369795	0.000348673	down
ASI1	-0.002005741	0.025732565	0.046255498	0.000639236	-0.003648951	-0.000362532	up
GPH1	-0.002002084	0.003691043	0.017798547	0.000390638	-0.003006251	-0.000997918	up
ARE1	-0.002001599	0.001894857	0.014258324	0.000335548	-0.002864154	-0.001139045	up
ELM1	-0.001995698	0.033986179	0.052919542	0.000689349	-0.003767725	-0.000223671	down
CST6	-0.001993994	0.000763311	0.010103901	0.000273774	-0.002697753	-0.001290235	up
IZH3	-0.001992757	0.025891169	0.04630853	0.000636203	-0.00362817	-0.000357345	down
YPR197C	-0.001989726	0.007826843	0.025235455	0.000464356	-0.003183393	-0.00079606	down
TOM71	-0.001989579	0.060482186	0.073088246	0.000823809	-0.004107247	0.000128089	up
VPS71	-0.001987942	0.619502015	0.309068082	0.003758618	-0.011649776	0.007673893	down
DPH5	-0.001986163	0.000622363	0.009275435	0.000260972	-0.002657013	-0.001315312	down
URA2	-0.001983132	0.001581896	0.013610483	0.000319346	-0.002804038	-0.001162227	up
IRS4	-0.00197899	0.000496649	0.008327079	0.000247773	-0.002615911	-0.001342069	down
FAR1	-0.001970242	0.009218482	0.027275628	0.000478791	-0.003201014	-0.000739469	down
FAA3	-0.001968066	0.043561472	0.060744014	0.000733001	-0.003852304	-8.38E-05	up
SOV1	-0.001965642	0.014350994	0.034432312	0.000534701	-0.003340134	-0.00059115	down
PEX2	-0.001958397	0.004118548	0.01867916	0.000391987	-0.002966033	-0.000950762	down
YNR066C	-0.001953683	0.602569752	0.304613065	0.00351778	-0.010996423	0.007089057	down
YJL193W	-0.001947588	0.001567635	0.013610483	0.000312993	-0.002752162	-0.001143014	down
MAE1	-0.001945167	0.124406883	0.111885798	0.00105451	-0.004655873	0.000765538	down
YAT2	-0.001942829	0.009866078	0.028385253	0.000480208	-0.003177244	-0.000708415	down
SYT1	-0.001942193	0.276968096	0.186842845	0.001592353	-0.006035468	0.002151081	down
RPL41B	-0.001939186	0.009348411	0.027573172	0.000472891	-0.003154792	-0.00072358	down
YBR062C	-0.001938716	0.001050867	0.011232942	0.00028532	-0.002672155	-0.001205278	up
SRL2	-0.00193829	0.082573763	0.08781643	0.000894929	-0.004238779	0.000362199	up
YDL199C	-0.001932087	0.465732064	0.261327268	0.002448035	-0.008224961	0.004360788	up
PET130	-0.00193	0.074445517	0.082169413	0.000858467	-0.004136761	0.000276761	down
SNL1	-0.001925742	0.04883516	0.06506987	0.000743521	-0.003837025	-1.45E-05	down
GAT1	-0.001923945	0.003403254	0.017371221	0.000368406	-0.002870963	-0.000976927	up
YHR033W	-0.001923342	0.009987965	0.02859132	0.000476858	-0.003149145	-0.000697539	down
SKN7	-0.001920351	0.016826085	0.037689762	0.000544754	-0.003320685	-0.000520017	up
LYS9	-0.001919398	0.014123669	0.03412274	0.000519951	-0.003255975	-0.00058282	up
YJL022W	-0.001909646	0.006789031	0.023667301	0.000430472	-0.003016211	-0.000803082	up
HOS3	-0.001908092	0.018748532	0.039410758	0.000557203	-0.003340428	-0.000475756	down
SUR7	-0.00190418	0.036308606	0.055163544	0.000670831	-0.003628604	-0.000179755	up
IDS2	-0.001904154	0.001120186	0.01139102	0.000284174	-0.002634647	-0.001173661	down
ECM22	-0.00190115	0.464861672	0.261203109	0.002403867	-0.008080487	0.004278188	down
APT1	-0.001897669	0.00142686	0.013274089	0.000298684	-0.002665459	-0.001129878	up
DMA2	-0.00189746	0.00406539	0.018664442	0.00037864	-0.002870786	-0.000924135	down
FMP12	-0.001895236	0.002715329	0.016004223	0.000344595	-0.002781047	-0.001009425	down
YHL017W	-0.001891525	0.000252319	0.006263801	0.000205208	-0.002419029	-0.001364021	down
LYS9	-0.001888864	0.011626524	0.030669622	0.000486656	-0.003139854	-0.000637874	down
NDT80	-0.001888294	0.003569037	0.017597105	0.000365577	-0.002828039	-0.000948549	down
YPL114W	-0.001887384	0.003021078	0.016239885	0.000351638	-0.002791298	-0.00098347	down
OTU2	-0.001886203	0.025093173	0.045697557	0.000596886	-0.003420548	-0.000351858	up
YPR012W	-0.00188557	0.021371911	0.042097821	0.000570626	-0.00335241	-0.000418731	down
SOV1	-0.001881288	0.007997478	0.025400218	0.000441381	-0.003015894	-0.000746681	up
YDR203W	-0.001878975	0.006608229	0.023561899	0.000420799	-0.002960674	-0.000797276	up
YJR129C	-0.001876093	0.02046866	0.040999981	0.000561077	-0.003318387	-0.000433798	down
DJP1	-0.001875353	0.030847539	0.050286423	0.000629596	-0.003493782	-0.000256924	down
YGR111W	-0.001872506	0.630520289	0.31218745	0.003657944	-0.011275551	0.007530539	down
HTA1	-0.001868211	0.594342511	0.302351409	0.003286815	-0.010317236	0.006580815	down
YCL001W-A	-0.001864698	0.342286168	0.215033955	0.001777891	-0.006434913	0.002705517	up
THI3	-0.001864379	0.293822655	0.194508248	0.001590123	-0.005951921	0.002223163	down
YLR407W	-0.001863147	0.019435306	0.039959783	0.000549401	-0.003275428	-0.000450865	up
MPA43	-0.001861727	0.034796107	0.053493662	0.000647587	-0.003526404	-0.000197051	down
YNL191W	-0.001860271	0.019735524	0.040331476	0.000550842	-0.003276256	-0.000444287	down
TIM21	-0.001859013	0.019747526	0.040331476	0.00055056	-0.003274274	-0.000443752	down
DJP1	-0.001857192	0.028318617	0.048456092	0.000608264	-0.003420785	-0.000293599	up
CNB1	-0.001855345	0.002282177	0.014997825	0.000324306	-0.002689	-0.001021691	down
GRE2	-0.001847683	0.007686488	0.025151035	0.000429298	-0.002951229	-0.000744137	down
SHU1	-0.001845746	0.006699	0.023593201	0.000414724	-0.002911828	-0.000779663	up
YMR111C	-0.001845726	0.001358895	0.012887885	0.000287395	-0.002584499	-0.001106953	down
MDH3	-0.001845704	0.32435972	0.20804662	0.001689142	-0.006187781	0.002496372	up
TSA2	-0.001844814	0.650042358	0.318494293	0.003825954	-0.011679742	0.007990115	down
PRD1	-0.001844224	0.039145458	0.057519033	0.00066465	-0.003552761	-0.000135687	up
YDR109C	-0.001839357	0.083762817	0.088502588	0.000853712	-0.004033892	0.000355179	up
PCL1	-0.001838542	0.005092181	0.020817899	0.000386839	-0.002832944	-0.000844139	up
YNL338W	-0.001838491	0.000119561	0.006073812	0.000170678	-0.002277231	-0.00139975	down
BAS1	-0.001835367	0.137202634	0.119666884	0.001037777	-0.004503058	0.000832324	up
PRK1	-0.001833656	0.02092681	0.041513108	0.000551718	-0.003251892	-0.00041542	up
RPS12	-0.001833384	0.034712105	0.053458842	0.00063727	-0.003471539	-0.00019523	down
NDT80	-0.001832366	0.14561094	0.12376385	0.001063845	-0.004567066	0.000902334	up
YJL193W	-0.001831532	0.015508159	0.036042087	0.000508456	-0.003138559	-0.000524505	up
YCR101C	-0.001827559	0.001773769	0.013862047	0.000301886	-0.002603581	-0.001051536	down
YJL175W	-0.00182601	0.02741749	0.047504187	0.000592539	-0.003349179	-0.000302841	up
YDR203W	-0.001820389	0.010289154	0.028924394	0.000454716	-0.002989275	-0.000651503	down
SRL3	-0.001819578	0.362153719	0.222837737	0.001815178	-0.006485641	0.002846485	up
REV3	-0.001819464	0.012727552	0.032267153	0.00047977	-0.003052753	-0.000586175	down
DSS4	-0.001819369	6.32E-06	0.00222673	9.27E-05	-0.002057541	-0.001581197	down
APT1	-0.001818103	0.001895492	0.014258324	0.00030481	-0.002601642	-0.001034564	down
GPX1	-0.001817323	0.209910266	0.156743391	0.001263655	-0.005065652	0.001431005	down
RCR2	-0.001815132	0.004222795	0.018880423	0.000365441	-0.002754529	-0.000875735	up
RAV1	-0.001813633	0.017318346	0.038106076	0.000518452	-0.003146357	-0.000480909	up
ELM1	-0.001811926	0.105004528	0.101563845	0.000916588	-0.00416809	0.000544237	up
FAA3	-0.001811384	0.048726465	0.064984395	0.000698872	-0.003607892	-1.49E-05	down
TAN1	-0.001803174	0.433253077	0.249656132	0.002117071	-0.007245278	0.00363893	down
YRF1-6	-0.001802002	0.021348555	0.042081244	0.000545172	-0.003203411	-0.000400594	up
YGR011W	-0.001800986	0.165001937	0.134249998	0.001108014	-0.004649227	0.001047256	down
YJL150W	-0.001799251	0.003512131	0.017539777	0.000347045	-0.002691358	-0.000907144	up
ELG1	-0.001793444	0.100745275	0.09932687	0.000892603	-0.004087952	0.000501064	down
FSH2	-0.001790725	0.026469681	0.046810652	0.000575296	-0.003269569	-0.000311881	down
YHR033W	-0.001790661	0.008853475	0.02690211	0.000430803	-0.002898074	-0.000683247	up
YHR177W	-0.001786435	0.087676691	0.090963388	0.000843271	-0.003954133	0.000381263	down
YJR129C	-0.001784571	0.003165377	0.016728251	0.000336063	-0.002648447	-0.000920695	up
CCH1	-0.001777166	0.015981189	0.036595556	0.000497292	-0.003055495	-0.000498836	up
TMA7	-0.001773422	0.017363071	0.038106076	0.000507307	-0.003077496	-0.000469348	up
YAT2	-0.001769029	0.027476175	0.047539454	0.000574399	-0.00324557	-0.000292489	up
PKH3	-0.001765707	7.40E-05	0.005521571	0.000148464	-0.002147345	-0.001384069	down
ERF2	-0.001759639	0.069144116	0.079172148	0.000762657	-0.003720111	0.000200833	up
YJL147C	-0.00175272	0.017707679	0.038262019	0.000504029	-0.003048368	-0.000457073	up
USA1	-0.001751711	0.024779812	0.045472518	0.00055237	-0.003171625	-0.000331798	up
XPT1	-0.00175112	0.420846602	0.245227678	0.001997762	-0.00688653	0.00338429	up
GEF1	-0.001749558	0.00703704	0.023932527	0.000397836	-0.002772227	-0.000726889	up
NFT1	-0.00174391	0.011295876	0.030216479	0.000446022	-0.002890445	-0.000597375	down
RPL41B	-0.001739763	0.034152803	0.053042643	0.000601816	-0.003286781	-0.000192745	up
YRF1-6	-0.001734959	0.013893622	0.03400106	0.000467983	-0.002937949	-0.00053197	down
WHI2	-0.001734846	0.073309931	0.081588227	0.000767476	-0.003707707	0.000238015	up
UTH1	-0.001730878	0.002416954	0.015128929	0.0003065	-0.002518761	-0.000942994	up
YKL161C	-0.001730277	0.59829213	0.303267032	0.003078067	-0.009642701	0.006182147	down
GPI16	-0.001729626	0.14143578	0.121721023	0.000991205	-0.004277601	0.000818349	down
GGA1	-0.001726433	0.014492636	0.034566052	0.000470836	-0.002936756	-0.000516109	down
YIL087C	-0.001726012	0.030654827	0.050173028	0.000578403	-0.003212844	-0.00023918	down
DUR3	-0.001721796	0.042311237	0.060101501	0.000635512	-0.003355431	-8.82E-05	down
SRP40	-0.001718849	0.002288116	0.014997825	0.000300623	-0.002491626	-0.000946072	up
YMR265C	-0.001710709	0.00099279	0.011174162	0.000248662	-0.002349914	-0.001071504	up
YMR111C	-0.001710196	0.001070015	0.011277133	0.000252684	-0.00235974	-0.001060652	up
PEX2	-0.001708615	0.016728949	0.037547172	0.000483944	-0.002952631	-0.000464598	up
CST6	-0.00170752	0.015054119	0.035366205	0.000470338	-0.002916563	-0.000498477	down
LCB3	-0.001706229	0.066956573	0.077518153	0.00073133	-0.003586171	0.000173714	down
YBR062C	-0.001704194	0.003410383	0.017371221	0.000326485	-0.00254345	-0.000864938	down
MUB1	-0.00170283	0.183344138	0.143866816	0.001103181	-0.004538647	0.001132988	up
YBR053C	-0.001702579	0.144390976	0.123098375	0.000984761	-0.004233987	0.000828828	up
LEE1	-0.001699731	0.000574544	0.00889209	0.000219541	-0.002264078	-0.001135384	up
TSA1	-0.001696446	0.322237227	0.207183309	0.001545008	-0.005668016	0.002275124	up
YAP3	-0.001685893	0.10407061	0.101083998	0.000849828	-0.003870444	0.000498659	up
MCK1	-0.00168563	0.10249201	0.100286422	0.000844602	-0.003856749	0.000485489	up
YBR053C	-0.001683497	0.020354391	0.040894266	0.000502709	-0.00297575	-0.000391243	down
GAL83	-0.001682514	0.040771204	0.058833682	0.00061396	-0.003260748	-0.00010428	down
YIL087C	-0.00167878	0.093589984	0.094896335	0.000812162	-0.003766508	0.000408949	up
YJL163C	-0.001672234	0.00426043	0.018984107	0.000337372	-0.002539475	-0.000804993	up
RAV1	-0.001669783	0.040517118	0.058707636	0.000608147	-0.003233075	-0.000106492	down
YOL107W	-0.00166848	0.001843345	0.014147932	0.000277986	-0.002383066	-0.000953895	up
PSR1	-0.001662325	0.008910346	0.026958592	0.000400563	-0.002692006	-0.000632644	up
THI4	-0.001658506	0.01269268	0.032209402	0.000437019	-0.002781899	-0.000535113	down
RAD16	-0.001655572	0.015435904	0.035903786	0.000459042	-0.002835578	-0.000475567	up
YHR177W	-0.001644296	0.051510773	0.066987215	0.000645813	-0.003304412	1.58E-05	up
CNE1	-0.001640322	0.023445243	0.044233086	0.000509293	-0.002949503	-0.000331142	up
YGL235W	-0.001639794	0.059047673	0.072161535	0.000673547	-0.003371202	9.16E-05	down
CSM2	-0.001635017	0.008453905	0.026225503	0.000388885	-0.002634679	-0.000635356	down
PCL1	-0.001634609	0.008995611	0.02708849	0.000394817	-0.002649519	-0.000619698	down
SKN7	-0.001634059	0.013533998	0.033528794	0.000437776	-0.002759397	-0.000508721	down
YAP3	-0.001631081	0.029745392	0.049461279	0.000541834	-0.003023909	-0.000238254	down
THI4	-0.001628613	0.01621299	0.036829323	0.000457464	-0.00280456	-0.000452665	up
BOP2	-0.001625879	0.044840484	0.061763128	0.000611047	-0.003196626	-5.51E-05	up
AQR1	-0.001624692	0.00076404	0.010103901	0.000223115	-0.002198228	-0.001051156	down
UGX2	-0.001623627	0.329646436	0.209839584	0.001503997	-0.005489773	0.002242519	down
REV3	-0.00162112	0.036627146	0.055459926	0.00057261	-0.003093062	-0.000149178	up
CLB5	-0.001618046	0.698016322	0.333450838	0.003935763	-0.011735247	0.008499155	down
UFD4	-0.001613605	0.017557107	0.038218266	0.000462964	-0.002803691	-0.000423519	up
FMP41	-0.00161351	0.030319501	0.049914226	0.000538976	-0.002998992	-0.000228028	down
PKH3	-0.001612352	0.000201865	0.006073812	0.000166931	-0.002041462	-0.001183243	up
YLR104W	-0.001609755	0.006973401	0.023932527	0.000365238	-0.002548629	-0.00067088	up
SCS2	-0.00160875	0.207545326	0.155598404	0.001111786	-0.004466688	0.001249187	down
GAC1	-0.001608542	0.503094474	0.273822881	0.002230399	-0.007341964	0.004124881	down
YKL200C_d	-0.001608524	0.000514261	0.008520921	0.000202893	-0.002130078	-0.00108697	up
YNL211C	-0.001607187	7.54E-07	0.000971647	5.33E-05	-0.001744253	-0.001470121	up
PDX1	-0.001605655	0.491050423	0.269867456	0.002161858	-0.007162888	0.003951579	up
EDC1	-0.001605011	0.648142903	0.3179719	0.003308936	-0.010110903	0.00690088	down
PRY2	-0.00160477	0.115344768	0.10691029	0.000843065	-0.003771936	0.000562397	up
YPL225W	-0.001603984	0.002690466	0.015954611	0.000291029	-0.002352098	-0.00085587	up
RER1	-0.001600243	0.169080726	0.136386748	0.000996126	-0.004160866	0.00096038	up
PRY2	-0.001599805	0.063067603	0.074861908	0.000671835	-0.003326812	0.000127203	down
YJL147C	-0.001594184	0.006966848	0.023932527	0.000361623	-0.002523765	-0.000664604	down
YIL100W	-0.001593519	0.010656216	0.02942762	0.000401581	-0.002625816	-0.000561222	up
YLR346C	-0.001592933	0.069890075	0.079573438	0.000692986	-0.00337431	0.000188444	down
YAR040C_d	-0.001592355	0.017912009	0.038350759	0.000459323	-0.002773083	-0.000411626	up
CAF120	-0.001592311	0.029901152	0.049537643	0.000529755	-0.00295409	-0.000230532	down
YIL012W	-0.001590827	0.030590678	0.050140342	0.000532776	-0.002960372	-0.000221282	down
CAF40	-0.001586803	0.051197701	0.066804669	0.000622008	-0.003185725	1.21E-05	down
MBP1	-0.001586064	0.572029501	0.296027733	0.002624739	-0.00833317	0.005161042	down
YPL225W	-0.001584521	0.002288418	0.014997825	0.000277138	-0.002296926	-0.000872116	down
YJL152W	-0.001576675	0.390661157	0.233284919	0.001678412	-0.00589117	0.002737819	up
AGA1	-0.001575849	0.022305703	0.043241686	0.000482553	-0.002816291	-0.000335407	up
STE23	-0.001573874	0.39674985	0.235324372	0.001698902	-0.005941041	0.002793292	up
CSM2	-0.001571525	0.013042476	0.032772287	0.000417012	-0.002643488	-0.000499563	up
SNZ2	-0.001566123	0.040630048	0.058755533	0.00057088	-0.003033617	-9.86E-05	up
YJL213W	-0.001565209	0.063539055	0.075294608	0.00065897	-0.003259146	0.000128728	down
SFH5	-0.001565163	4.10E-05	0.004033212	0.000116557	-0.001864781	-0.001265545	down
RGM1	-0.001564502	0.113706483	0.105949616	0.000817123	-0.003664983	0.000535979	up
PSR1	-0.001562031	0.003489857	0.017514287	0.000300846	-0.002335381	-0.000788681	down
HSD1	-0.00156074	0.00642691	0.023298799	0.000347189	-0.002453217	-0.000668264	down
IST1	-0.001559669	0.025057247	0.045697557	0.000493356	-0.002827882	-0.000291457	down
MPD2	-0.001554729	0.064413512	0.075902017	0.00065761	-0.00324517	0.000135711	up
FAR10	-0.001548933	0.072421502	0.08104694	0.000682292	-0.00330282	0.000204954	down
WTM2	-0.001546916	0.294509844	0.194761121	0.001321472	-0.004943867	0.001850035	down
MMT2	-0.001543339	0.007757525	0.025179013	0.000359395	-0.002467193	-0.000619485	down
YAP1801	-0.001542115	0.007815695	0.025235455	0.000359768	-0.002466929	-0.000617301	down
CRC1	-0.001538254	0.072471529	0.081070715	0.000677753	-0.003280473	0.000203965	down
TIM18	-0.001536956	0.715756351	0.338443236	0.003987417	-0.011786938	0.008713027	down
YPR172W	-0.001536827	0.038171309	0.056577858	0.000549643	-0.002949729	-0.000123925	down
FAR8	-0.001536037	0.029350231	0.049268788	0.000508291	-0.002842641	-0.000229434	up
YPR012W	-0.001535192	0.022076601	0.043004729	0.000468764	-0.002740187	-0.000330197	up
ECM7	-0.001533606	0.005330081	0.0215224	0.000326197	-0.002372122	-0.00069509	up
YJL150W	-0.001532354	0.01359372	0.033583504	0.000410997	-0.002588855	-0.000475852	down
YLR003C	-0.001530319	0.002998749	0.016239885	0.000284629	-0.002261982	-0.000798657	down
YDR287W	-0.0015266	0.724815315	0.341088187	0.00409868	-0.012062593	0.009009393	up
YOR192C	-0.001526585	0.00039571	0.007927304	0.000182114	-0.001994725	-0.001058446	up
ATG23	-0.001526128	0.00355553	0.017571632	0.000295202	-0.002284968	-0.000767288	down
MRH4	-0.001522774	0.026571638	0.046955051	0.000489747	-0.002781709	-0.000263839	down
YLF2	-0.001518851	0.001050298	0.011232942	0.000223502	-0.002093381	-0.00094432	down
YOL107W	-0.001517627	0.000185917	0.006073812	0.000154445	-0.001914639	-0.001120614	down
BOP2	-0.001517429	0.020060419	0.0406198	0.000451325	-0.002677597	-0.000357262	down
AQR1	-0.001514169	0.000818515	0.01055568	0.000211057	-0.00205671	-0.000971629	up
SNZ2	-0.001510031	0.016559919	0.037256856	0.000426544	-0.002606498	-0.000413564	down
ATG23	-0.001508071	0.113883454	0.106009311	0.000788149	-0.003534071	0.00051793	up
SPS19	-0.001505098	0.000195219	0.006073812	0.00015474	-0.001902869	-0.001107326	up
YPL039W	-0.001502967	0.003931992	0.01827647	0.000297594	-0.002267958	-0.000737976	down
YIL077C	-0.001499688	0.023406381	0.044219001	0.000465414	-0.002696071	-0.000303304	up
HAP5	-0.001492521	0.042455458	0.060168698	0.000551467	-0.002910112	-7.49E-05	down
YOL099C	-0.001487114	0.01098391	0.029738142	0.00037765	-0.002457893	-0.000516335	down
PRD1	-0.001480867	0.016435232	0.037005888	0.000417468	-0.002554002	-0.000407733	down
BCH1	-0.001479606	0.0269933	0.047196822	0.000478	-0.002708345	-0.000250868	down
GRE2	-0.001475094	0.002738604	0.016004223	0.000268727	-0.002165878	-0.00078431	up
YAL065C	-0.001471768	0.055939503	0.070063771	0.000593799	-0.002998177	5.46E-05	up
YPL039W	-0.001465647	0.000353027	0.007280169	0.000170668	-0.001904364	-0.00102693	up
YPL041C	-0.001464386	0.352044073	0.2188544	0.001427608	-0.005134168	0.002205397	up
PAM1	-0.001463914	0.216246249	0.159621918	0.001034639	-0.004123538	0.001195709	down
